Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
United Kingdom;GBR;Agricultural raw materials imports (% of merchandise imports);TM.VAL.AGRI.ZS.UN;;;14.5357401149;14.7617134898;14.2869020054;12.9283679796;11.924492677;10.2270367098;9.7409802386;9.4802654877;8.9432036927;7.5627862329;7.5278737323;7.9538317498;6.6899486095;5.3615580993;6.19956102;5.6877146062;4.8198650772;4.6136379768;4.0712940513;3.9789172016;3.7608118805;3.8532662917;3.8407805051;3.4410894349;3.4072637268;3.6627588575;3.4370917618;3.2248396265;2.874159027;2.5311054019;2.3908008431;2.0046357271;2.5054632889;2.4337009684;2.0914975772;2.0053535017;1.7676316276;1.6775153924;1.5471494505;1.4739327676;1.5601778077;1.545913641;1.4538656535;1.3852190138;1.2572839779;1.3201071809;1.123239681;0.8290602374;1.1417712923;1.0926807813;0.9674966053;1.166254537;1.2698974983;1.2898506982;1.2764944072;1.2244100831
United Kingdom;GBR;Import unit value index (2000 = 100);TM.UVI.MRCH.XD.WD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;98.13038776;102.1931257;116.0845636;131.4599644;136.06299;143.8942555;158.1461276;171.5690784;160.8065432;169.566179;193.2136017;191.3977493;193.0332476;194.9674113;171.74313;163.894739;
United Kingdom;GBR;Tariff rate, most favored nation, weighted mean, primary products (%);TM.TAX.TCOM.WM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.47;3.32;3.55;3.89;4.19;4.15;4.12;9.96;8.74;7.35;7.42;7.39;4.34;5.18;3.68;4.18;3.86;3.37;2.95;2.84;2.32;2.95;2.46;2.31;2.07;2.35;2.29;2.52;3.18;
United Kingdom;GBR;Tariff rate, applied, weighted mean, primary products (%);TM.TAX.TCOM.WM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.73;2.71;3.03;3.04;3.21;2.57;2.65;8.81;7.09;5.12;5.48;5.61;2.94;4.81;2.65;3.12;2.75;2.47;2;1.88;1.42;1.79;1.4;1.28;1.12;1.27;1.49;1.6;2.06;
United Kingdom;GBR;Share of tariff lines with specific rates, primary products (%);TM.TAX.TCOM.SR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.06424;25.49622;14.68104;13.51651;14.40344;14.08887;14.54027;8.469366;4.157885;4.070841;6.359293;20.64743;4.477139;4.9348;4.084323;3.692017;4.64965;3.722971;3.78051;3.547924;3.272354;3.733902;3.507435;3.495264;3.653981;3.48469;0;3.309417;2.815728;
United Kingdom;GBR;Tariff rate, most favored nation, simple mean, primary products (%);TM.TAX.TCOM.SM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9;7;7.36;7.27;7.33;7.13;7.27;17.54;16.3;15.76;14.19;14.06;12;13.08;10.97;11.18;11.34;11.98;11.87;10.85;10.4;10.3;10.37;10.39;10.42;10.24;9.85;10.28;10.31;
United Kingdom;GBR;Tariff rate, applied, simple mean, primary products (%);TM.TAX.TCOM.SM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.87;6.23;6.78;6.57;6.61;5.52;5.55;13.06;11.09;9.61;9.21;9.51;7.76;10.24;6.08;6.3;6.5;6.89;6.7;5.91;5.38;5.68;5.5;5.2;5.15;4.99;5.03;5.33;5.32;
United Kingdom;GBR;Share of tariff lines with international peaks, primary products (%);TM.TAX.TCOM.IP.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.13533;15.71462;20.88422;21.1868;20.77558;17.21824;17.74051;24.90896;31.28151;28.44493;22.96523;18.91264;18.20847;21.395;20.6316;20.99601;18.11677;16.2352;18.58894;19.02154;16.07213;15.45962;16.37523;15.23302;15.67782;15.89133;18.50057;18.70163;18.64574;
United Kingdom;GBR;Bound rate, simple mean, primary products (%);TM.TAX.TCOM.BR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.58;13.02;12.72;12.64;12.66;12.7;13.72;13.24;13.24;12.52;13.31;13.16;12.86;11.88;11.71;11.66;11.45;11.48;11.14;11.06;5.75;5.75;
United Kingdom;GBR;Binding coverage, primary products (%);TM.TAX.TCOM.BC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;
United Kingdom;GBR;Tariff rate, most favored nation, weighted mean, all products (%);TM.TAX.MRCH.WM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.73;4.73;5.97;5.68;6.06;5.97;5.87;7.38;6.07;5.67;4.86;4.52;3.45;3.8;3.47;3.63;3.48;3.31;3.17;3.07;2.83;3.1;2.84;2.83;2.64;2.84;2.81;2.96;3.16;
United Kingdom;GBR;Tariff rate, applied, weighted mean, all products (%);TM.TAX.MRCH.WM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.59;3.77;4.8;4.5;4.18;3.79;4.16;6.28;4.4;3.66;3.47;3.48;2.27;3.27;2.22;2.31;2.1;2.26;2.15;2.06;1.56;1.7;1.89;1.43;1.31;1.38;1.84;1.89;1.96;
United Kingdom;GBR;Share of tariff lines with specific rates, all products (%);TM.TAX.MRCH.SR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.45447;17.69554;4.383404;3.562342;3.815192;3.734529;3.785446;2.519109;1.382613;1.27412;1.855131;6.68091;1.241456;1.361375;1.377059;1.27816;1.335327;0.9766459;1.024686;0.955873;0.8298667;0.9550693;0.9747745;0.9684782;0.9811296;0.9559591;0;0.9133151;0.7658858;
United Kingdom;GBR;Tariff rate, most favored nation, simple mean, all products (%);TM.TAX.MRCH.SM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.24;6.26;8.25;7.05;7.14;7.06;7.05;9.01;8;7.97;7.14;6.79;6.19;6.48;6.13;6;5.83;5.97;5.94;5.57;5.47;5.44;5.6;5.61;5.76;5.71;5.61;5.72;5.69;
United Kingdom;GBR;Tariff rate, applied, simple mean, all products (%);TM.TAX.MRCH.SM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.14;3.49;6.01;4.71;3.88;3.54;4.21;5.73;4.22;3.47;3.9;4.31;3.17;4.22;2.45;2.43;2.5;2.54;2.58;2.36;2.18;2.24;2.47;2.12;2.13;2.09;2.58;2.61;2.48;
United Kingdom;GBR;Share of tariff lines with international peaks, all products (%);TM.TAX.MRCH.IP.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.208404;4.33863;11.52495;6.321393;6.29284;5.085296;5.157619;7.162161;9.906788;8.83796;6.800004;6.025379;5.201421;6.099255;7.400815;7.475963;5.30218;4.371188;5.157123;5.18451;4.182489;4.070477;4.649363;4.273569;4.255372;4.410196;5.183785;5.264051;5.068732;
United Kingdom;GBR;Bound rate, simple mean, all products (%);TM.TAX.MRCH.BR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.09;6.16;6.09;6.07;6.08;6.1;6.32;6.24;6.24;6.09;6.27;6.23;6.16;5.93;5.9;5.88;5.83;6.02;5.92;5.9;4.38;4.38;
United Kingdom;GBR;Binding coverage, all products (%);TM.TAX.MRCH.BC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;
United Kingdom;GBR;Tariff rate, most favored nation, weighted mean, manufactured products (%);TM.TAX.MANF.WM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.84;5.8;7.59;6.79;7.15;7.01;6.82;6.4;5.03;5.06;4.11;3.66;3.1;3.25;3.45;3.46;3.34;3.29;3.32;3.21;3.19;3.21;3.17;3.24;3.2;3.25;3.24;3.31;3.22;
United Kingdom;GBR;Tariff rate, applied, weighted mean, manufactured products (%);TM.TAX.MANF.WM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.32;4.57;5.99;5.39;4.78;4.47;4.96;5.3;3.33;3.1;2.87;2.85;2.01;2.66;2.08;1.99;1.83;2.16;2.26;2.17;1.66;1.67;2.25;1.55;1.52;1.49;2.13;2.12;1.96;
United Kingdom;GBR;Share of tariff lines with specific rates, manufactured products (%);TM.TAX.MANF.SR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.759684;15.07648;0.787311;0.0667286;0.1832033;0.2807202;0.0974516;0.5921111;0.1394267;0.051728;0.058241;0.5613399;0.0218998;0.0289391;0.0208477;0.0216694;0.0306594;0.0277526;0.0183868;0.0344754;0.0165787;0.0169795;0.0304871;0.0316204;0.029599;0.0262802;0;0.0336399;0.0456258;
United Kingdom;GBR;Tariff rate, most favored nation, simple mean, manufactured products (%);TM.TAX.MANF.SM.FN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.07;6.06;8.51;7.01;7.11;7.06;7;6.57;5.63;5.75;5.14;4.72;4.54;4.6;4.77;4.53;4.26;4.26;4.25;4.03;4.03;4.02;4.22;4.21;4.2;4.19;4.18;4.19;4.13;
United Kingdom;GBR;Tariff rate, applied, simple mean, manufactured products (%);TM.TAX.MANF.SM.AR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.55;2.84;5.86;4.32;3.3;3.14;3.95;4.23;2.82;2.23;2.86;3.31;2.24;2.99;1.72;1.65;1.69;1.67;1.74;1.63;1.53;1.54;1.85;1.48;1.49;1.48;2.06;2.03;1.88;
United Kingdom;GBR;Share of tariff lines with international peaks, manufactured products (%);TM.TAX.MANF.IP.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4063561;0.4008741;8.295054;1.106265;1.329905;1.041209;0.845769;1.452763;0.3301265;0.2679246;0.3513953;0.3784004;0.2994668;0.3965161;0.7745531;0.4391657;0.2581093;0.272352;0.2527604;0.2660166;0.2238122;0.2260263;0.277746;0.2102866;0.1891399;0.189337;0.2924879;0.3310164;0.2981251;
United Kingdom;GBR;Bound rate, simple mean, manufactured products (%);TM.TAX.MANF.BR.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.98;4.19;4.19;4.19;4.19;4.21;4.21;4.23;4.23;4.24;4.24;4.24;4.2;4.19;4.19;4.19;4.19;4.17;4.15;4.15;3.98;3.98;
United Kingdom;GBR;Binding coverage, manufactured products (%);TM.TAX.MANF.BC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;
United Kingdom;GBR;Current education expenditure, tertiary (% of total expenditure in tertiary public institutions);SE.XPD.CTER.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Current education expenditure, secondary (% of total expenditure in secondary public institutions);SE.XPD.CSEC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.7152175903;94.5623703003;95.3556289673;92.3832092285;92.8200531006;93.3663864136;91.9605712891;92.2780609131;92.2248687744;96.3907394409;93.1952667236;91.1149978638;87.3678894043;94.0482177734;;97.5374221802;97.4250488281;97.5902023315;;
United Kingdom;GBR;Current education expenditure, primary (% of total expenditure in primary public institutions);SE.XPD.CPRM.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.5241165161;94.0857696533;94.4664382935;92.3222732544;93.2804718018;94.4434967041;92.2093276978;90.6192398071;89.1406784058;90.8951721191;89.106628418;88.2262420654;88.2196578979;93.6785888672;;97.2121582031;97.2150878906;97.2886810303;;
United Kingdom;GBR;Tertiary education, academic staff (% female);SE.TER.TCHR.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;13.7870702744;17.2187099457;;15.1492700577;15.3451404572;17.2814598083;17.9965991974;19.5678291321;20.8816699982;20;20.9358406067;21.406539917;27.6279506683;29.5536804199;30.7020397186;;32.372379303;33.1390419006;33.8828392029;35.0167808533;36.2282295227;38.4556884766;39.9370384216;40.7930908203;41.3953704834;41.6859207153;42.5733985901;43.2264099121;43.5094909668;43.7521896362;44.1463890076;44.3397598267;44.3972396851;;
United Kingdom;GBR;School enrollment, tertiary, male (% gross);SE.TER.ENRR.MA;;;;;;;;;;;;19.2238502502;20.1852703094;20.7077007294;21.2131195068;23.3537006378;24.0934104919;24.3072490692;24.1167507172;24.121049881;23.4584197998;23.4632205963;23.3315105438;23.139169693;23.0487709045;22.8321208954;23.1042709351;23.9167194366;24.604719162;25.6330604553;27.3611793518;29.7654495239;33.5482788086;37.7332611084;42.1753082275;46.7380218506;49.0427017212;50.9241600037;52.2353096008;55.965171814;53.567691803;53.4960098267;55.4265098572;54.0012207031;50.1607818604;49.5279006958;49.3055000305;49.1238517761;47.7515716553;49.2523002625;50.7159690857;51.2016105652;51.5083694458;49.6864891052;49.4393997192;49.1863594055;;
United Kingdom;GBR;School enrollment, tertiary, female (% gross);SE.TER.ENRR.FE;;;;;;;;;;;;9.7929201126;10.5504102707;11.294090271;12.1037902832;13.5987501144;14.1089496613;14.1522798538;13.9194097519;13.9774703979;14.0184898376;14.0862503052;14.3929100037;18.8732204437;19.0056304932;19.0840606689;19.8581905365;21.1005897522;21.9531803131;23.0984096527;25.5396499634;28.5364494324;32.8505096436;38.1830291748;43.4017715454;49.7353782654;51.0695991516;55.6332015991;58.8594818115;64.285118103;63.4230194092;65.1014862061;69.8589401245;70.3798065186;68.8969802856;68.8508682251;69.3077468872;68.4621200562;66.1716079712;67.2475814819;67.8856735229;67.8929901123;68.4449462891;65.8240737915;65.4251327515;65.761756897;;
United Kingdom;GBR;School enrollment, tertiary (% gross);SE.TER.ENRR;;;;;;;;;;;;14.5635499954;15.4372301102;16.0799999237;16.7423191071;18.5695590973;19.1957893372;19.3257102966;19.1136398315;19.1438102722;18.826669693;18.8636894226;18.942779541;21.0419006348;21.0583705902;20.9851608276;21.5043106079;22.5282707214;23.2968597412;24.3823204041;26.4623298645;29.1595401764;33.2043914795;37.9549713135;42.7803993225;48.2186203003;50.0453109741;53.2590789795;55.5263595581;60.1030693054;58.4685401917;59.2578582764;62.5670700073;62.0773010254;59.3707618713;58.9981613159;59.0796394348;58.5978012085;56.7993888855;58.1122016907;59.1829299927;59.4358901978;59.8406791687;57.6064682007;57.2700004578;57.2948913574;;
United Kingdom;GBR;Pupil-teacher ratio, tertiary;SE.TER.ENRL.TC.ZS;;;;;;;;;;;;;;;;;;;;;;;;12.3470096588;12.5962600708;12.6592702866;12.9675703049;13.244890213;12.1846599579;13.1498003006;14.1391601563;14.5961503983;15.4756603241;16.6008300781;17.1065807343;22.0585594177;20.4037303925;21.0472106934;;22.5786399841;21.4512290955;21.4344100952;22.7919807434;22.6428394318;20.0969390869;18.7035808563;18.6018295288;18.1852893829;17.3622608185;17.5079498291;17.6638908386;17.8328495026;17.8544101715;16.4232692719;15.5241498947;15.6899404526;;
United Kingdom;GBR;Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative);SE.TER.CUAT.ST.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.4906005859;33.7010917664;33.0590400696;36.9503593445;37.8567390442;38.9803009033;;;
United Kingdom;GBR;Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative);SE.TER.CUAT.ST.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.6498508453;33.5139312744;34.3093986511;36.5952301025;37.1599082947;37.7910308838;;;
United Kingdom;GBR;Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative);SE.TER.CUAT.ST.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.3353404999;33.884059906;31.8824996948;37.2988014221;38.5403785706;40.1394805908;;;
United Kingdom;GBR;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5787401199;8.7843704224;;;
United Kingdom;GBR;Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative);SE.TER.CUAT.MS.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6901597977;8.6598501205;;;
United Kingdom;GBR;Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative);SE.TER.CUAT.MS.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.469420433;8.9057397842;;;
United Kingdom;GBR;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9164100289;0.8842599988;;;
United Kingdom;GBR;Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative);SE.TER.CUAT.DO.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.219630003;1.1342300177;;;
United Kingdom;GBR;Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative);SE.TER.CUAT.DO.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6296200156;0.649609983;;;
United Kingdom;GBR;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.3882904053;29.3326206207;;;
United Kingdom;GBR;Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative);SE.TER.CUAT.BA.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.1655406952;28.8302097321;;;
United Kingdom;GBR;Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative);SE.TER.CUAT.BA.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.6068305969;29.8223304749;;;
United Kingdom;GBR;Adolescents out of school (% of lower secondary school age);SE.SEC.UNER.LO.ZS;;;;;;;;;;;;3.4686200619;3.9998099804;6.1847100258;5.6539301872;6.5312800407;2.3804199696;2.3531699181;2.3503799438;3.0252699852;;2.4346399307;2.2616300583;;;;;;;;;;;;;;;;1.4576599598;0.728489995;0.3239099979;0.2389899939;0.427060008;0.4674200118;0.4286899865;0.473390013;1.3636100292;3.8809900284;1.6684600115;0.0668800026;0.0374899991;1.4648900032;5.6783800125;2.8556098938;2.9390199184;1.3024100065;;
United Kingdom;GBR;Adolescents out of school, male (% of male lower secondary school age);SE.SEC.UNER.LO.MA.ZS;;;;;;;;;;;;4.6541099548;4.7224898338;6.4811401367;5.5924201012;6.3460302353;2.8265900612;2.7946500778;2.6681599617;3.3694200516;;2.8157598972;2.6486001015;;;;;;;;;;;;;;;;1.3720200062;0.5428299904;0.353579998;;;;;;2.3376500607;4.6627202034;1.8066699505;;;1.525930047;5.7041201591;2.8916599751;2.9342300892;1.2767499685;;
United Kingdom;GBR;Adolescents out of school, female (% of female lower secondary school age);SE.SEC.UNER.LO.FE.ZS;;;;;;;;;;;;2.2004098892;3.2318899632;5.8715400696;5.7187099457;6.726339817;1.9099299908;1.8878899813;2.015599966;2.6626999378;;2.0325798988;1.8538199663;;;;;;;;;;;;;;;;1.5471500158;0.9226999879;0.2928200066;;;;;;0.3353900015;3.0579199791;1.5231800079;;;1.400840044;5.6513700485;2.8177900314;2.9440500736;1.3293199539;;
United Kingdom;GBR;Secondary education, teachers (% female);SE.SEC.TCHR.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.8402404785;53.9644393921;;55.4666099548;55.0851707458;;55.7942008972;58.7454490662;59.2002410889;59.1597709656;59.4684410095;60.1791992188;60.8171691895;60.9099693298;61.7200088501;62.2366409302;;;;;62.1109886169;61.3960494995;62.8495292664;;
United Kingdom;GBR;Secondary education, teachers, female;SE.SEC.TCHR.FE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214121;218182;;264208;255669;;197844;207429;214074;210904;214800;224401;235686;224438;233846;233627;;;;;254330.84375;254319;259165.515625;;
United Kingdom;GBR;Secondary education, teachers;SE.SEC.TCHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397697;404307;452464;476337;464134;;354596;353098;361610;356499;361200;372888;387532;368475;378882;375385;;;;;409478;414227;412358.71875;;
United Kingdom;GBR;Trained teachers in secondary education (% of total teachers);SE.SEC.TCAQ.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in upper secondary education (% of total teachers);SE.SEC.TCAQ.UP.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in upper secondary education, male (% of male teachers);SE.SEC.TCAQ.UP.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in upper secondary education, female (% of female teachers);SE.SEC.TCAQ.UP.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in secondary education, male (% of male teachers);SE.SEC.TCAQ.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in lower secondary education (% of total teachers);SE.SEC.TCAQ.LO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in lower secondary education, male (% of male teachers);SE.SEC.TCAQ.LO.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in lower secondary education, female (% of female teachers);SE.SEC.TCAQ.LO.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Trained teachers in secondary education, female (% of female teachers);SE.SEC.TCAQ.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Progression to secondary school (%);SE.SEC.PROG.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;School enrollment, secondary, private (% of total secondary);SE.SEC.PRIV.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.6606807709;26.0483207703;25.7430000305;26.8086109161;26.3329391479;28.9091796875;29.5190696716;24.9549007416;24.868850708;25.9549007416;27.4445304871;29.3161201477;29.4280490875;39.3604393005;66.0394210815;69.4937133789;70.8283920288;;
United Kingdom;GBR;School enrollment, secondary, male (% net);SE.SEC.NENR.MA;;;;;;;;;;;;69.6593780518;70.1499176025;70.8379592896;76.3040390015;76.3772201538;76.7754516602;76.2875900269;75.5050964355;74.8632888794;;75.4332885742;76.1373825073;77.5361175537;77.6336135864;;78.8414535522;79.0293807983;;;77.306022644;79.7564163208;82.387550354;91.9498596191;93.8752212524;94.6975784302;93.5915985107;92.3443832397;92.983757019;94.0845565796;93.9423065186;94.210067749;94.6815567017;93.917388916;93.5001220703;93.7657012939;90.585319519;89.7202224731;91.5792617798;93.6833572388;95.6919784546;92.7359924316;91.1087875366;94.0801773071;97.4522171021;98.4769973755;;
United Kingdom;GBR;School enrollment, secondary, female (% net);SE.SEC.NENR.FE;;;;;;;;;;;;70.7865371704;71.0008621216;71.4720230103;76.6139068604;76.4068603516;77.8794174194;77.441619873;76.6777191162;76.1265563965;;78.138923645;79.0053710938;80.0855407715;80.1198730469;;81.6317596436;81.1045684814;;;79.5023193359;82.1791687012;84.8159637451;92.0422668457;93.7915878296;94.8075790405;94.1529769897;93.0754623413;93.9200210571;95.1277236938;95.3395385742;95.6141281128;96.568069458;97.038230896;96.5737304688;97.3804397583;94.1534118652;92.7339782715;93.8179016113;95.468170166;96.9470977783;93.562286377;91.2946472168;94.7786865234;98.3489379883;99.3290634155;;
United Kingdom;GBR;School enrollment, secondary (% net);SE.SEC.NENR;;;;;;;;;;;;70.2060623169;70.5631103516;71.1462936401;76.4549102783;76.3916625977;77.3134918213;76.8501281738;76.0767669678;75.4791412354;;76.7516937256;77.536239624;78.7802963257;78.8472366333;;80.2030715942;80.0424804688;;;78.3769378662;80.9375;83.5743103027;91.9951095581;93.8342208862;94.7515335083;93.8668289185;92.7029495239;93.4428405762;94.5956268311;94.6259994507;94.8960876465;95.6021118164;95.438117981;94.9957809448;95.5227737427;92.3187026978;91.1880111694;92.6712188721;94.5545730591;96.3047103882;93.1393127441;91.199508667;94.4211730957;97.8899917603;98.8929519653;;
United Kingdom;GBR;School enrollment, secondary, male (% gross);SE.SEC.ENRR.MA;;;;;;;;;;;;76.6183776855;77.0442810059;77.2958984375;81.7010879517;81.7761764526;81.924407959;81.7578964233;81.0571517944;80.4619293213;79.7006988525;79.6720733643;80.6776504517;81.9527282715;82.2317886353;82.4301071167;82.4373779297;82.5669708252;82.1839370728;82.1372833252;82.9129104614;85.9066696167;89.4335098267;101.5213470459;103.1069717407;103.3063278198;101.9858322144;99.5966873169;98.5811004639;100.7624282837;101.3440093994;101.3088684082;101.9995498657;100.3953094482;103.2095413208;103.8683013916;96.789390564;96.2598266602;97.5935668945;99.7072677612;102.8627624512;93.5938568115;91.9132995605;121.8541488647;124.8506698608;123.5767974854;;
United Kingdom;GBR;School enrollment, secondary, female (% gross);SE.SEC.ENRR.FE;;;;;;;;;;;;76.376663208;76.8819503784;77.3291778564;82.1167068481;82.4041595459;82.8119506836;82.9198303223;82.3968200684;82.231086731;81.7891693115;82.1983566284;83.204788208;84.4292678833;84.6113433838;84.6781616211;85.4753265381;84.7328491211;84.3673706055;84.575881958;85.7575836182;89.1540298462;92.658241272;100.3208389282;102.1183624268;102.738899231;101.8778381348;99.9217987061;99.1867294312;101.4462890625;102.3415679932;102.1610717773;103.4372711182;103.8204193115;106.1738815308;106.987121582;99.7238998413;98.2082519531;99.236038208;100.8551864624;103.2479019165;94.3208770752;91.9988937378;127.3532562256;129.8763275146;127.4866790771;;
